employee_id,gender,state,city,education_level,birthdate,hiredate,termdate,department,job_title,salary,performance_rating,full_name,status,age
00-83226848,Male,New York,Rochester,Bachelor,1993-01-31,2016-09-10,,Finance,Accountant,61545.0,Satisfactory,Tracy Porter,Active,33
00-83233096,Male,New York,New York City,Bachelor,1977-03-09,2017-09-15,2018-03-14,Operations,Logistics Coordinator,65261.0,Satisfactory,Nicholas Miller,Terminated,49
00-83267417,Male,New York,New York City,Master,1984-06-16,2017-04-11,,Operations,Operations Analyst,59997.0,Excellent,Joshua Brown,Active,42
00-83271725,Female,West Virginia,Huntington,Bachelor,1982-03-09,2024-09-29,,Sales,Sales Representative,66045.0,Good,Amanda Clark,Active,44
00-83286377,Female,New York,Rochester,High School,1991-02-15,2017-09-08,,IT,IT Support Specialist,62778.0,Satisfactory,Logan Burnett,Active,35
00-83287740,Male,New York,Buffalo,Bachelor,1996-06-10,2021-03-30,,Operations,Logistics Coordinator,71912.0,Satisfactory,Ryan Sanchez,Active,30
00-83294452,Female,New York,Buffalo,Bachelor,1971-06-10,2023-09-28,,Operations,Inventory Specialist,58706.0,Good,Carol Jarvis,Active,55
00-83300637,Male,New York,New York City,Bachelor,1998-10-13,2023-05-11,2023-11-07,IT,IT Support Specialist,68297.0,Good,Zachary Schultz,Terminated,28
00-83332162,Female,New York,Rochester,Bachelor,1973-01-08,2015-05-13,,IT,Software Developer,92050.0,Satisfactory,Regina Parks,Active,53
00-83357939,Female,New York,New York City,Bachelor,2000-07-21,2022-01-10,2022-07-09,HR,HR Coordinator,57402.0,Good,Vincent Cooper,Terminated,26
00-83363160,Male,Illinois,Chicago,High School,1992-07-08,2017-04-09,2022-03-24,Customer Service,Customer Service Representative,61258.0,Needs Improvement,Benjamin Miller,Terminated,34
00-83374285,Male,Ohio,Cincinnati,Bachelor,1995-01-10,2017-12-07,,Customer Service,Help Desk Technician,96186.0,Needs Improvement,David Fox,Active,31
00-83398701,Female,New York,New York City,High School,1981-11-17,2015-02-09,,Operations,Inventory Specialist,54898.0,Satisfactory,Alexander Hoffman,Active,45
00-83404334,Male,New York,Rochester,Bachelor,1990-10-20,2017-08-28,,Marketing,Marketing Coordinator,75418.0,Good,Katie Hicks,Active,36
00-83421474,Male,Michigan,Grand Rapids,High School,2003-09-23,2024-01-05,,Marketing,SEO Specialist,63859.0,Good,Ashley Thompson,Active,23
00-83424114,Male,New York,Rochester,Master,1976-11-25,2024-01-03,,Sales,Sales Consultant,68248.0,Good,Michael Murray,Active,50
00-83424609,Female,Michigan,Warren,Bachelor,1989-05-21,2020-02-08,,Customer Service,Customer Service Representative,58822.0,Satisfactory,Jennifer Jackson,Active,37
00-83433630,Male,Michigan,Warren,Bachelor,1985-10-05,2017-02-13,,Sales,Sales Representative,83270.0,Good,Patrick Vance,Active,41
00-83433653,Male,Michigan,Warren,Master,1980-06-21,2024-07-02,,Sales,Sales Specialist,81050.0,Good,Donald Jensen,Active,46
00-83441529,Female,New York,New York City,High School,1984-07-12,2023-03-28,,Operations,Inventory Specialist,55266.0,Good,Kristen Watson,Active,42
00-83454998,Male,New York,New York City,Bachelor,1985-04-25,2017-11-08,,Customer Service,Support Specialist,68985.0,Needs Improvement,Alicia Mccoy,Active,41
00-83483941,Male,New York,Buffalo,High School,2001-02-06,2016-11-19,,Operations,Inventory Specialist,61713.0,Good,Ryan Watts,Active,25
00-83492593,Male,New York,Rochester,Master,1969-05-26,2017-09-07,,Sales,Sales Specialist,62565.0,Excellent,Jessica Reed,Active,57
00-83499395,Female,New York,Rochester,Master,1986-08-14,2019-01-17,,Sales,Sales Consultant,97349.0,Good,Paul Wright,Active,40
00-83500120,Male,New York,Buffalo,Bachelor,1972-06-28,2016-05-16,,Finance,Accountant,66144.0,Good,Caitlin Bailey,Active,54
00-83514771,Female,New York,Rochester,Bachelor,1982-07-06,2022-03-29,,Finance,Accountant,78296.0,Satisfactory,Lisa Jones,Active,44
00-83542887,Male,New York,New York City,High School,1995-12-13,2017-11-02,2018-04-30,Customer Service,Help Desk Technician,82965.0,Excellent,Lisa Adams,Terminated,31
00-83549599,Male,New York,Buffalo,Bachelor,1977-09-03,2017-03-06,,Operations,Logistics Coordinator,65080.0,Good,Mary Johnson,Active,49
00-83552661,Female,New York,New York City,Bachelor,1992-12-05,2019-10-12,,Operations,Inventory Specialist,55792.0,Good,Roberto Wagner,Active,34
00-83582591,Female,New York,Rochester,Bachelor,2002-10-31,2022-09-25,,Sales,Sales Representative,71408.0,Satisfactory,Brandy Sharp,Active,24
00-83599154,Female,Michigan,Warren,Master,1989-08-27,2022-09-29,2023-03-28,Operations,Operations Analyst,86465.0,Excellent,Ashley Andrews,Terminated,37
00-83600812,Male,New York,Rochester,Master,1985-06-27,2019-07-27,,IT,System Administrator,77115.0,Good,Bethany Miller,Active,41
00-83617061,Female,New York,Buffalo,Bachelor,1984-08-17,2024-04-24,,Operations,Logistics Coordinator,63026.0,Good,Andrew Murphy,Active,42
00-83619337,Male,New York,Buffalo,Bachelor,2002-07-12,2015-07-15,,Finance,Accounts Payable Specialist,59922.0,Excellent,James Franklin,Active,24
00-83622284,Male,Michigan,Detroit,Master,1981-08-31,2018-09-25,,IT,System Administrator,74990.0,Good,Brian Vaughn,Active,45
00-83657703,Male,New York,New York City,PhD,1996-02-14,2019-09-16,,Sales,Sales Consultant,82939.0,Satisfactory,Cynthia Carter,Active,30
00-83670115,Male,New York,New York City,Bachelor,1991-05-16,2024-10-01,,Operations,Logistics Coordinator,65471.0,Needs Improvement,John Williams,Active,35
00-83672216,Male,New York,New York City,Bachelor,1961-04-29,2019-02-25,,Operations,Inventory Specialist,71769.0,Good,Nathan Velasquez,Active,65
00-83673108,Female,North Carolina,Raleigh,Bachelor,1980-01-20,2017-11-25,,Finance,Accountant,79246.0,Needs Improvement,James Miller,Active,46
00-83677009,Female,New York,Buffalo,High School,1974-07-31,2024-06-09,,Operations,Inventory Specialist,63462.0,Needs Improvement,Andrea Carroll,Active,52
00-83691032,Female,Illinois,Chicago,Bachelor,1983-01-03,2018-01-02,,Operations,Inventory Specialist,59714.0,Good,Jennifer Cobb,Active,43
00-83715012,Male,Virginia,Richmond,Bachelor,1965-07-19,2017-02-09,2020-10-19,Operations,Logistics Coordinator,64019.0,Good,Dana Mullins,Terminated,61
00-83719381,Male,New York,Rochester,Bachelor,1979-09-13,2023-02-24,,Operations,Logistics Coordinator,64681.0,Good,Robert Johnson,Active,47
00-83721970,Female,New York,New York City,Bachelor,1972-01-23,2020-03-13,,Marketing,Content Creator,57777.0,Excellent,Frank Ross,Active,54
00-83722452,Male,New York,New York City,Bachelor,1971-09-25,2017-07-01,,Operations,Logistics Coordinator,64299.0,Satisfactory,Thomas Holt,Active,55
00-83731067,Male,New York,Buffalo,Bachelor,1978-02-16,2020-04-24,,Operations,Logistics Coordinator,65736.0,Satisfactory,Charles Valenzuela,Active,48
00-83734610,Female,New York,New York City,High School,1994-03-27,2018-10-16,,Customer Service,Customer Service Representative,55478.0,Needs Improvement,Gail Mitchell,Active,32
00-83745651,Male,New York,Buffalo,Bachelor,1970-11-19,2020-05-13,,Sales,Sales Representative,80137.0,Satisfactory,Laura Hicks,Active,56
00-83747346,Male,New York,Buffalo,PhD,1963-01-26,2022-03-14,,Sales,Sales Consultant,71694.0,Good,Anthony Myers,Active,63
00-83759721,Male,Pennsylvania,Pittsburgh,Bachelor,1979-06-16,2015-10-16,,Operations,Logistics Coordinator,63507.0,Good,Lisa Bond,Active,47
00-83763371,Male,Ohio,Cleveland,Master,1982-04-06,2020-10-17,,Finance,Financial Analyst,99442.0,Good,Eric Robinson,Active,44
00-83776431,Male,New York,Rochester,High School,1969-07-11,2023-10-02,,Customer Service,Help Desk Technician,66401.0,Good,Jerry Hill,Active,57
00-83778810,Female,North Carolina,Greensboro,High School,1988-05-23,2018-11-03,,Marketing,Content Creator,57731.0,Good,Danielle Harris,Active,38
00-83784912,Female,New York,Buffalo,Bachelor,1983-03-31,2016-04-26,,Sales,Sales Consultant,93290.0,Needs Improvement,Casey Taylor,Active,43
00-83796808,Male,Pennsylvania,Pittsburgh,Master,1987-02-17,2022-10-10,,Sales,Sales Specialist,75489.0,Excellent,Mark Robinson,Active,39
00-83823922,Male,New York,Rochester,High School,1986-04-27,2016-04-07,,Customer Service,Support Specialist,59799.0,Excellent,Pamela Parks,Active,40
00-83826394,Female,New York,Rochester,Master,1997-08-14,2024-08-18,,Operations,Operations Analyst,62519.0,Good,Ashley Mcdonald,Active,29
00-83830667,Male,New York,New York City,Bachelor,1988-12-12,2024-05-20,,Customer Service,Customer Service Representative,60745.0,Satisfactory,Jamie Velez,Active,38
00-83836812,Male,New York,New York City,High School,1993-08-25,2015-07-20,,Marketing,Content Creator,58469.0,Satisfactory,Harry Sanders,Active,33
00-83851704,Male,North Carolina,Raleigh,Master,1971-11-30,2020-07-28,,Sales,Sales Specialist,64893.0,Satisfactory,Corey Bowers,Active,55
00-83866174,Male,New York,New York City,Master,1999-02-24,2018-02-19,,Sales,Sales Consultant,65965.0,Excellent,Raymond Christensen,Active,27
00-83871890,Female,New York,New York City,Bachelor,1961-10-18,2018-07-02,2020-01-29,Customer Service,Customer Service Representative,59391.0,Good,Robert Conley,Terminated,65
00-83882978,Male,Pennsylvania,Allentown,Master,1962-03-23,2016-03-24,,Operations,Operations Analyst,76301.0,Excellent,Corey Martin,Active,64
00-83884042,Male,New York,New York City,Bachelor,1993-12-27,2019-08-16,,Operations,Logistics Coordinator,63994.0,Excellent,Mark Chavez,Active,33
00-83886279,Female,New York,Buffalo,Bachelor,2003-02-14,2022-09-14,,Customer Service,Customer Service Representative,54284.0,Good,Jesse Greene,Active,23
00-83893835,Female,New York,Rochester,PhD,1989-08-21,2016-01-22,,Sales,Sales Consultant,97594.0,Excellent,Jodi Lindsey,Active,37
00-83902153,Male,New York,New York City,High School,1979-07-31,2018-12-18,,Operations,Inventory Specialist,63426.0,Satisfactory,Ryan Roth,Active,47
00-83911477,Female,Ohio,Columbus,Bachelor,1988-01-06,2024-09-14,,Operations,Inventory Specialist,53759.0,Needs Improvement,George Moore,Active,38
00-83917832,Male,Illinois,Naperville,High School,1989-07-04,2015-11-26,,HR,Recruiter,65837.0,Excellent,Franklin Hill,Active,37
00-83919680,Male,Michigan,Warren,High School,1979-05-08,2015-04-18,,Customer Service,Support Specialist,57344.0,Good,John Alvarez,Active,47
00-83957197,Female,New York,New York City,Master,1991-04-20,2020-11-25,,Operations,Operations Analyst,83759.0,Excellent,Amanda Gray,Active,35
00-83980790,Female,Pennsylvania,Philadelphia,High School,1960-02-07,2017-08-21,,Customer Service,Support Specialist,64013.0,Good,Ryan Johnson,Active,66
00-83989546,Male,Michigan,Grand Rapids,Bachelor,2000-05-30,2017-11-04,2019-02-04,Customer Service,Customer Service Representative,67818.0,Satisfactory,Kathy Obrien,Terminated,26
00-83990759,Female,New York,Buffalo,Bachelor,1997-08-16,2015-01-18,,Customer Service,Customer Service Representative,58932.0,Excellent,Joshua Mendoza,Active,29
00-83998759,Female,New York,New York City,PhD,1995-02-25,2018-12-24,,Sales,Sales Specialist,65402.0,Excellent,Brandon Cox,Active,31
00-84021128,Female,North Carolina,Greensboro,Bachelor,1994-02-25,2024-12-20,,Sales,Sales Representative,57156.0,Excellent,Karen Singh,Active,32
00-84036002,Male,New York,Buffalo,Bachelor,1979-07-05,2023-09-02,,Operations,Logistics Coordinator,65154.0,Excellent,Christopher Kim,Active,47
00-84040798,Female,New York,New York City,Bachelor,1980-01-28,2016-10-26,2023-06-05,Finance,Accountant,62508.0,Excellent,Francis Guerra,Terminated,46
00-84043097,Male,New York,Rochester,High School,1977-08-14,2017-07-16,,IT,IT Support Specialist,63164.0,Good,Lucas Cole,Active,49
00-84056415,Female,New York,Rochester,High School,2003-05-21,2020-08-08,,Operations,Inventory Specialist,61392.0,Satisfactory,Brittany Parker,Active,23
00-84084918,Female,New York,Buffalo,PhD,1972-08-01,2017-12-13,,Sales,Sales Specialist,67176.0,Excellent,Raymond Strong,Active,54
00-84093639,Male,New York,New York City,Bachelor,1967-05-26,2017-07-28,2018-01-24,Operations,Operations Analyst,75509.0,Good,Lindsay Blair,Terminated,59
00-84095459,Male,North Carolina,Charlotte,Bachelor,1991-01-22,2018-01-06,,Sales,Sales Representative,69883.0,Satisfactory,Charles Matthews,Active,35
00-84095884,Male,New York,Buffalo,Bachelor,2003-04-01,2020-03-07,,Finance,Accounts Payable Specialist,65553.0,Good,Heather Simpson,Active,23
00-84098828,Male,Michigan,Detroit,High School,2004-03-23,2018-08-01,2023-12-13,Customer Service,Customer Service Representative,59674.0,Needs Improvement,Steve Patel,Terminated,22
00-84104323,Male,Illinois,Aurora,Master,1966-09-25,2022-02-22,,IT,Software Developer,100238.0,Satisfactory,Patricia Mcdonald,Active,60
00-84104909,Male,New York,New York City,Bachelor,1990-04-19,2016-06-26,,Operations,Inventory Specialist,67558.0,Needs Improvement,Mark Hill,Active,36
00-84108315,Male,New York,Buffalo,Bachelor,1984-03-22,2018-03-04,,Operations,Logistics Coordinator,71459.0,Satisfactory,Julia Snyder,Active,42
00-84110122,Male,Ohio,Columbus,High School,1997-08-19,2023-02-27,,IT,IT Support Specialist,63169.0,Satisfactory,Kristina Hensley,Active,29
00-84113583,Female,New York,Rochester,Bachelor,1982-10-25,2017-10-19,,Operations,Operations Analyst,82605.0,Excellent,Austin Rodriguez,Active,44
00-84116934,Female,Pennsylvania,Philadelphia,Bachelor,2003-03-14,2017-11-13,,Marketing,Marketing Coordinator,70440.0,Good,Brent Morse,Active,23
00-84158663,Male,New York,New York City,Bachelor,1987-10-02,2017-02-21,,IT,Software Developer,88492.0,Good,Amanda Wagner,Active,39
00-84170763,Female,New York,Rochester,Bachelor,1978-04-23,2022-09-02,,Sales,Sales Specialist,60219.0,Satisfactory,Brett May,Active,48
00-84181946,Male,New York,Rochester,Master,1992-02-27,2021-09-04,,Operations,Operations Analyst,63904.0,Good,Victoria Martin,Active,34
00-84188433,Male,Ohio,Cleveland,High School,1984-04-22,2023-07-08,,IT,IT Support Specialist,57810.0,Satisfactory,Jesse Hudson,Active,42
00-84189328,Male,New York,Buffalo,Bachelor,1990-07-02,2020-02-18,,Customer Service,Customer Service Representative,69609.0,Excellent,Andrew Blake,Active,36
00-84198767,Male,New York,Rochester,Bachelor,1991-07-07,2016-12-12,,Marketing,Marketing Coordinator,70313.0,Satisfactory,Emily Anderson,Active,35
00-84209721,Female,New York,New York City,Bachelor,1988-11-19,2017-07-16,,Operations,Inventory Specialist,54528.0,Satisfactory,Gary Alexander,Active,38
00-84219322,Male,North Carolina,Raleigh,Bachelor,1984-12-12,2017-09-11,,Customer Service,Support Specialist,62339.0,Good,Amy Hayes,Active,42
00-84226768,Female,New York,Rochester,Bachelor,1998-11-02,2017-05-13,,IT,Software Developer,82996.0,Satisfactory,Katherine Bell,Active,28
00-84238655,Female,Ohio,Cincinnati,Bachelor,1964-06-05,2019-08-13,,Customer Service,Customer Service Representative,61152.0,Needs Improvement,Ashley Garcia,Active,62
00-84240710,Female,Pennsylvania,Philadelphia,High School,1998-08-05,2020-12-20,,Customer Service,Support Specialist,55088.0,Satisfactory,Jennifer Stokes,Active,28
00-84250773,Male,New York,Buffalo,Master,1997-05-18,2020-05-16,,IT,System Administrator,91501.0,Good,Craig Brooks,Active,29
00-84252420,Male,New York,New York City,Bachelor,2003-02-06,2017-12-12,2022-09-27,Sales,Sales Representative,65128.0,Satisfactory,Joe Wilson,Terminated,23
00-84252722,Male,New York,New York City,Bachelor,1980-05-21,2017-07-17,2018-01-13,Finance,Accounts Payable Specialist,71339.0,Satisfactory,Jeffrey Bright,Terminated,46
00-84259884,Female,New York,Buffalo,High School,1999-03-07,2021-10-06,,Operations,Inventory Specialist,59265.0,Satisfactory,Sarah Jones,Active,27
00-84266992,Male,New York,Rochester,High School,1976-07-06,2018-03-11,,Marketing,SEO Specialist,64797.0,Satisfactory,Jared Smith,Active,50
00-84270583,Male,New York,New York City,Bachelor,1996-03-25,2017-02-14,2024-11-08,Operations,Inventory Specialist,63371.0,Good,Catherine Adkins,Terminated,30
00-84285882,Female,Michigan,Grand Rapids,PhD,1990-04-07,2020-11-19,2021-05-18,Sales,Sales Specialist,73797.0,Excellent,Nicholas Walton,Terminated,36
00-84291824,Female,North Carolina,Raleigh,PhD,1988-10-04,2017-02-20,,Sales,Sales Consultant,108346.0,Good,Leslie Walker,Active,38
00-84294997,Male,New York,New York City,Master,1993-03-31,2021-04-12,,HR,HR Coordinator,56404.0,Needs Improvement,Matthew Murphy,Active,33
00-84303190,Male,New York,New York City,Bachelor,1972-09-10,2016-10-07,,Operations,Logistics Coordinator,68588.0,Good,John Burke,Active,54
00-84304333,Female,New York,Buffalo,PhD,1980-05-09,2023-09-07,,Sales,Sales Specialist,82940.0,Excellent,Christopher Brown,Active,46
00-84305889,Male,Illinois,Chicago,Master,1989-06-06,2017-05-01,,Sales,Sales Consultant,76279.0,Good,Andrew Mason,Active,37
00-84329746,Male,New York,New York City,Master,1978-07-21,2017-09-11,,IT,Software Developer,105554.0,Satisfactory,Paul Buckley,Active,48
00-84339493,Male,New York,Buffalo,Bachelor,1984-05-28,2019-11-10,,Sales,Sales Consultant,79119.0,Satisfactory,Susan Shepard,Active,42
00-84343016,Male,New York,Buffalo,Master,1969-08-17,2020-05-10,,IT,Software Developer,89132.0,Excellent,Matthew Holland,Active,57
00-84345332,Female,Ohio,Cleveland,Master,1970-08-17,2019-07-26,,Operations,Operations Analyst,70252.0,Good,Dwayne Hernandez,Active,56
00-84366722,Male,New York,Rochester,Bachelor,1977-02-06,2024-12-16,,Operations,Logistics Coordinator,64605.0,Needs Improvement,James Campbell,Active,49
00-84371711,Male,Michigan,Detroit,Bachelor,1978-09-23,2022-06-22,,Sales,Sales Representative,67545.0,Good,Brittney Stone,Active,48
00-84378065,Male,New York,Rochester,Bachelor,1998-11-28,2024-12-19,,Customer Service,Support Specialist,64269.0,Satisfactory,Amanda Henderson,Active,28
00-84386123,Female,Pennsylvania,Philadelphia,Master,1996-01-12,2016-09-21,2020-08-06,Sales,Sales Manager,124824.0,Good,Margaret Gill,Terminated,30
00-84399083,Male,New York,New York City,High School,2004-05-10,2024-02-19,2024-08-17,Customer Service,Support Specialist,54169.0,Needs Improvement,Marc Hernandez,Terminated,22
00-84418609,Male,Michigan,Detroit,Bachelor,1989-10-30,2016-12-05,,Customer Service,Support Specialist,62598.0,Satisfactory,Natalie Pittman,Active,37
00-84421726,Male,New York,Rochester,High School,1985-06-12,2018-12-10,,Operations,Inventory Specialist,66893.0,Good,Valerie Leblanc,Active,41
00-84437458,Female,New York,New York City,Master,2002-02-06,2017-03-14,2023-04-20,HR,HR Coordinator,63666.0,Excellent,Susan Miller,Terminated,24
00-84464967,Female,New York,Rochester,High School,1977-05-01,2023-12-25,,Marketing,SEO Specialist,66533.0,Needs Improvement,Kathryn Ramos,Active,49
00-84470967,Female,North Carolina,Greensboro,Bachelor,1983-09-27,2019-09-18,,Customer Service,Customer Service Representative,64125.0,Good,Anna Cook,Active,43
00-84479105,Male,North Carolina,Charlotte,High School,1995-02-25,2017-04-12,2018-02-20,Customer Service,Help Desk Technician,58313.0,Needs Improvement,Amanda Howard,Terminated,31
00-84500200,Male,New York,New York City,Bachelor,1961-04-26,2017-08-07,,Sales,Sales Specialist,70842.0,Good,Tammy Franco,Active,65
00-84522873,Female,Michigan,Grand Rapids,Bachelor,1979-07-29,2017-08-28,,HR,Recruiter,68399.0,Satisfactory,Courtney Thomas,Active,47
00-84522968,Male,New York,Rochester,Bachelor,1983-03-11,2023-04-30,,IT,Software Developer,103479.0,Good,Matthew Wood,Active,43
00-84535522,Male,Virginia,Virginia Beach,Bachelor,1995-11-09,2020-01-24,,IT,Software Developer,81199.0,Good,Aaron Ford,Active,31
00-84543280,Female,New York,Rochester,Bachelor,1982-09-03,2017-07-14,,Sales,Sales Representative,59369.0,Needs Improvement,Justin Dunn,Active,44
00-84553181,Female,New York,Buffalo,Bachelor,1980-04-27,2023-11-15,,Marketing,Marketing Coordinator,59247.0,Needs Improvement,Brittany Young,Active,46
00-84561170,Male,New York,New York City,High School,1980-09-06,2023-02-21,,HR,Recruiter,72678.0,Good,Jennifer Sampson,Active,46
00-84563921,Female,Michigan,Warren,High School,1997-02-05,2017-06-19,,Customer Service,Customer Service Representative,59629.0,Good,Julia Rice,Active,29
00-84593961,Female,New York,New York City,High School,1966-01-29,2022-11-07,2023-05-06,Operations,Inventory Specialist,55060.0,Excellent,Bruce Chandler,Terminated,60
00-84597009,Female,New York,New York City,Bachelor,1980-05-16,2015-08-30,2020-06-11,Operations,Inventory Specialist,63090.0,Needs Improvement,Mary Calhoun,Terminated,46
00-84599555,Female,New York,Buffalo,Master,1981-11-07,2024-12-14,,Sales,Sales Specialist,65111.0,Excellent,Angela Thomas,Active,45
00-84615922,Female,Virginia,Richmond,PhD,1965-10-06,2023-03-08,,Sales,Sales Specialist,78500.0,Good,Heather Nunez,Active,61
00-84633131,Male,North Carolina,Raleigh,Bachelor,1980-02-29,2023-02-16,,Customer Service,Help Desk Technician,69166.0,Good,Sherry Wood,Active,46
00-84664486,Female,Michigan,Warren,Master,1992-03-17,2020-08-08,,Operations,Operations Analyst,68047.0,Excellent,Nicole Simmons,Active,34
00-84689357,Female,New York,Rochester,High School,1986-07-25,2024-11-28,,Operations,Inventory Specialist,60313.0,Satisfactory,Traci Patterson,Active,40
00-84704673,Female,Ohio,Cincinnati,Bachelor,1963-02-21,2017-06-05,,IT,Software Developer,83670.0,Good,Jonathan Day,Active,63
00-84705402,Male,New York,New York City,Bachelor,1993-07-28,2017-07-03,,Operations,Logistics Coordinator,59918.0,Good,Diana Armstrong,Active,33
00-84720067,Female,New York,New York City,Bachelor,1981-12-15,2020-01-24,,Operations,Inventory Specialist,60764.0,Satisfactory,John Bowman,Active,45
00-84726038,Male,Pennsylvania,Allentown,Bachelor,1972-11-29,2021-09-09,,Operations,Logistics Coordinator,67489.0,Satisfactory,Tara Morton,Active,54
00-84734631,Female,West Virginia,Huntington,Bachelor,1993-10-27,2016-08-19,,Operations,Operations Analyst,76600.0,Good,Sean Warner,Active,33
00-84737376,Female,Michigan,Warren,PhD,1961-05-15,2024-05-13,,IT,IT Manager,118570.0,Satisfactory,Stephanie Casey,Active,65
00-84751326,Female,New York,Buffalo,Bachelor,1978-12-16,2017-07-06,,IT,Software Developer,88756.0,Satisfactory,Jasmine Harris,Active,48
00-84752529,Female,New York,New York City,Master,1979-06-29,2017-01-28,2022-08-06,Sales,Sales Manager,84046.0,Good,Jacqueline Sutton,Terminated,47
00-84765427,Female,New York,Rochester,Bachelor,1999-10-04,2024-11-20,,IT,Software Developer,95064.0,Excellent,Matthew Mason,Active,27
00-84776506,Male,New York,Rochester,Bachelor,2001-11-09,2016-05-02,,Finance,Financial Analyst,94272.0,Good,Kimberly Mann,Active,25
00-84776832,Male,New York,New York City,Master,1981-06-21,2023-06-05,,IT,System Administrator,83389.0,Good,Jay Lopez,Active,45
00-84776858,Male,New York,New York City,Bachelor,1974-10-25,2020-02-11,,Sales,Sales Specialist,64031.0,Good,Carlos Scott,Active,52
00-84783439,Male,New York,Rochester,Bachelor,1988-02-02,2023-10-09,,Operations,Operations Analyst,90679.0,Satisfactory,Jennifer Richardson,Active,38
00-84804948,Male,Michigan,Detroit,Bachelor,1975-08-08,2020-04-02,,Customer Service,Help Desk Technician,79206.0,Satisfactory,Gavin Johnson,Active,51
00-84813845,Female,New York,New York City,Bachelor,1986-12-28,2023-03-21,,IT,System Administrator,68349.0,Good,Donald Velasquez,Active,40
00-84818976,Male,New York,Rochester,Bachelor,1976-03-17,2017-06-01,,Marketing,Content Creator,69815.0,Good,Cynthia Murphy,Active,50
00-84822264,Male,New York,New York City,Bachelor,1990-02-13,2015-04-02,,Operations,Inventory Specialist,61489.0,Good,Travis Garcia,Active,36
00-84833941,Male,North Carolina,Charlotte,PhD,1986-06-26,2019-06-12,,Sales,Sales Specialist,62253.0,Good,Christine Lewis,Active,40
00-84836134,Male,New York,New York City,Bachelor,1997-04-13,2019-12-11,,Sales,Sales Specialist,76702.0,Satisfactory,Bradley Simon,Active,29
00-84846712,Female,New York,New York City,Master,1984-04-17,2023-10-14,,Sales,Sales Specialist,76612.0,Satisfactory,Lori Chapman,Active,42
00-84851157,Female,New York,Buffalo,Bachelor,1989-03-12,2015-02-28,,Operations,Logistics Coordinator,61034.0,Excellent,Patrick Leonard,Active,37
00-84853166,Male,Illinois,Naperville,Bachelor,1976-05-29,2020-05-09,,Operations,Logistics Coordinator,71864.0,Satisfactory,Bethany Wallace,Active,50
00-84853354,Female,New York,New York City,Bachelor,1982-05-20,2018-01-30,,Operations,Logistics Coordinator,64098.0,Good,Emily Nicholson,Active,44
00-84858214,Male,New York,Buffalo,High School,1965-09-22,2021-02-15,,Customer Service,Support Specialist,67809.0,Needs Improvement,Jeffrey Burgess,Active,61
00-84905122,Female,New York,New York City,Bachelor,1984-11-16,2017-01-13,,Marketing,Marketing Coordinator,65217.0,Excellent,Michael Herring,Active,42
00-84908042,Female,New York,New York City,Bachelor,1972-05-14,2024-11-04,,IT,System Administrator,73573.0,Satisfactory,Robin Brock,Active,54
00-84935254,Male,North Carolina,Greensboro,PhD,1989-04-20,2020-12-27,,Sales,Sales Specialist,73355.0,Satisfactory,Robert Moore,Active,37
00-84950330,Male,New York,New York City,Bachelor,1984-02-24,2022-02-24,,Sales,Sales Representative,65652.0,Good,Gabrielle Todd,Active,42
00-84957616,Female,New York,Rochester,Bachelor,1973-04-25,2023-11-21,,Operations,Inventory Specialist,65423.0,Good,Scott Adams,Active,53
00-84958851,Male,West Virginia,Charleston,Bachelor,1996-07-31,2022-02-13,,Operations,Logistics Coordinator,68381.0,Good,Shannon Sharp,Active,30
00-84969806,Male,Ohio,Cincinnati,Bachelor,1998-05-15,2020-02-19,,Operations,Logistics Coordinator,66481.0,Satisfactory,Terrance Leach,Active,28
00-84977524,Female,Michigan,Detroit,Bachelor,1979-11-02,2023-12-25,,Customer Service,Help Desk Technician,71504.0,Good,Michael Parker,Active,47
00-84994765,Male,New York,Rochester,Bachelor,1985-01-12,2021-10-02,,Operations,Inventory Specialist,72618.0,Satisfactory,Kevin Bradford,Active,41
00-85013013,Male,New York,New York City,Bachelor,1960-04-03,2024-10-23,,Sales,Sales Consultant,86090.0,Good,Kristen Sullivan,Active,66
00-85015510,Male,New York,Rochester,Master,1989-08-22,2015-07-21,,Sales,Sales Consultant,89352.0,Satisfactory,Aaron Turner,Active,37
00-85023475,Male,New York,Rochester,Bachelor,1983-02-03,2020-03-10,,HR,HR Coordinator,60998.0,Excellent,Elizabeth Roberts,Active,43
00-85031958,Male,New York,New York City,Bachelor,1991-02-04,2022-05-03,,Customer Service,Help Desk Technician,94610.0,Good,Joel Green,Active,35
00-85042992,Male,New York,New York City,Bachelor,2001-06-08,2024-01-31,,Customer Service,Help Desk Technician,71125.0,Excellent,Nicholas Montoya,Active,25
00-85088096,Male,New York,Rochester,Bachelor,1998-04-17,2023-07-20,,IT,Software Developer,101653.0,Good,Nicole Burton,Active,28
00-85099723,Female,New York,New York City,Bachelor,1999-03-03,2023-01-24,2023-07-23,Finance,Accountant,79248.0,Needs Improvement,Christian Elliott,Terminated,27
00-85107047,Male,New York,Buffalo,Bachelor,1986-09-22,2023-04-08,,Finance,Accountant,79618.0,Needs Improvement,Joel Harris,Active,40
00-85117177,Female,New York,New York City,Bachelor,1985-02-16,2015-03-10,,Customer Service,Customer Service Representative,60906.0,Needs Improvement,Gary Fox,Active,41
